"Ausgangsjahr","Gemeinde_BFS_Nr","Gemeindename","Stadtkreis_BFS_Nr","Stadtkreis_Name","Gesetz_Nummer","Gesetz_Abk","Tatbestand","Straftaten_total","Straftaten_vollendet","Straftaten_versucht","Einwohner","Häufigkeitszahl"
2022,24,Buch,,,311.0,StGB,Einschleichdiebstahl,0,0,0,1026,0
2022,24,Buch,,,311.0,StGB,Einbrüche insgesamt,1,0,1,1026,1
2022,83,Buchs,,,311.0,StGB,Einbruchdiebstahl,14,10,4,6602,2.1
2022,83,Buchs,,,311.0,StGB,Einschleichdiebstahl,7,6,1,6602,1.1
2022,83,Buchs,,,311.0,StGB,Einbrüche insgesamt,21,16,5,6602,3.2
2022,111,Bäretswil,,,311.0,StGB,Einbruchdiebstahl,14,12,2,5010,2.8
2022,111,Bäretswil,,,311.0,StGB,Einschleichdiebstahl,2,2,0,5010,0.4
2022,111,Bäretswil,,,311.0,StGB,Einbrüche insgesamt,16,14,2,5010,3.2
2022,53,Bülach,,,311.0,StGB,Einbruchdiebstahl,42,33,9,22193,1.9
2022,53,Bülach,,,311.0,StGB,Einschleichdiebstahl,35,30,5,22193,1.6
2022,53,Bülach,,,311.0,StGB,Einbrüche insgesamt,77,63,14,22193,3.5
2022,25,Dachsen,,,311.0,StGB,Einbruchdiebstahl,3,2,1,1945,1.5
2022,25,Dachsen,,,311.0,StGB,Einschleichdiebstahl,0,0,0,1945,0
2022,25,Dachsen,,,311.0,StGB,Einbrüche insgesamt,3,2,1,1945,1.5
2022,86,Dielsdorf,,,311.0,StGB,Einbruchdiebstahl,21,12,9,6049,3.5
2022,86,Dielsdorf,,,311.0,StGB,Einschleichdiebstahl,8,8,0,6049,1.3
2022,86,Dielsdorf,,,311.0,StGB,Einbrüche insgesamt,29,20,9,6049,4.8
2022,243,Dietikon,,,311.0,StGB,Einbruchdiebstahl,99,63,36,28126,3.5
2022,243,Dietikon,,,311.0,StGB,Einschleichdiebstahl,28,25,3,28126,1
2022,243,Dietikon,,,311.0,StGB,Einbrüche insgesamt,127,88,39,28126,4.5
2022,54,Dietlikon,,,311.0,StGB,Einbruchdiebstahl,21,12,9,7875,2.7
2022,54,Dietlikon,,,311.0,StGB,Einschleichdiebstahl,9,7,2,7875,1.1
2022,54,Dietlikon,,,311.0,StGB,Einbrüche insgesamt,30,19,11,7875,3.8
2022,216,Dinhard,,,311.0,StGB,Einbruchdiebstahl,2,0,2,1732,1.2
2022,216,Dinhard,,,311.0,StGB,Einschleichdiebstahl,1,1,0,1732,0.6
2022,216,Dinhard,,,311.0,StGB,Einbrüche insgesamt,3,1,2,1732,1.7
2022,26,Dorf,,,311.0,StGB,Einbruchdiebstahl,1,0,1,695,1.4
2022,26,Dorf,,,311.0,StGB,Einschleichdiebstahl,0,0,0,695,0
2022,26,Dorf,,,311.0,StGB,Einbrüche insgesamt,1,0,1,695,1.4
2022,214,Dägerlen,,,311.0,StGB,Einbruchdiebstahl,0,0,0,1057,0
2022,214,Dägerlen,,,311.0,StGB,Einschleichdiebstahl,0,0,0,1057,0
2022,214,Dägerlen,,,311.0,StGB,Einbrüche insgesamt,0,0,0,1057,0
2022,84,Dällikon,,,311.0,StGB,Einbruchdiebstahl,15,9,6,4299,3.5
2022,84,Dällikon,,,311.0,StGB,Einschleichdiebstahl,3,3,0,4299,0.7
2022,84,Dällikon,,,311.0,StGB,Einbrüche insgesamt,18,12,6,4299,4.2
2022,85,Dänikon,,,311.0,StGB,Einbruchdiebstahl,1,0,1,1848,0.5
2022,85,Dänikon,,,311.0,StGB,Einschleichdiebstahl,5,5,0,1848,2.7
2022,85,Dänikon,,,311.0,StGB,Einbrüche insgesamt,6,5,1,1848,3.2
2022,215,Dättlikon,,,311.0,StGB,Einbruchdiebstahl,2,2,0,793,2.5
2022,215,Dättlikon,,,311.0,StGB,Einschleichdiebstahl,4,3,1,793,5
2022,215,Dättlikon,,,311.0,StGB,Einbrüche insgesamt,6,5,1,793,7.6
2022,191,Dübendorf,,,311.0,StGB,Einbruchdiebstahl,65,42,23,30568,2.1
2022,191,Dübendorf,,,311.0,StGB,Einschleichdiebstahl,21,17,4,30568,0.7
2022,191,Dübendorf,,,311.0,StGB,Einbrüche insgesamt,86,59,27,30568,2.8
2022,113,Dürnten,,,311.0,StGB,Einbruchdiebstahl,14,10,4,7686,1.8
2022,113,Dürnten,,,311.0,StGB,Einschleichdiebstahl,11,9,2,7686,1.4
2022,113,Dürnten,,,311.0,StGB,Einbrüche insgesamt,25,19,6,7686,3.3
2022,192,Egg,,,311.0,StGB,Einbruchdiebstahl,15,4,11,8839,1.7
2022,192,Egg,,,311.0,StGB,Einschleichdiebstahl,6,6,0,8839,0.7
2022,192,Egg,,,311.0,StGB,Einbrüche insgesamt,21,10,11,8839,2.4
2022,55,Eglisau,,,311.0,StGB,Einbruchdiebstahl,14,12,2,5506,2.5
2022,55,Eglisau,,,311.0,StGB,Einschleichdiebstahl,7,7,0,5506,1.3
2022,55,Eglisau,,,311.0,StGB,Einbrüche insgesamt,21,19,2,5506,3.8
2022,294,Elgg,,,311.0,StGB,Einbruchdiebstahl,15,11,4,5016,3
2022,294,Elgg,,,311.0,StGB,Einschleichdiebstahl,5,4,1,5016,1
2022,294,Elgg,,,311.0,StGB,Einbrüche insgesamt,20,15,5,5016,4
2022,218,Ellikon,,,311.0,StGB,Einbruchdiebstahl,9,5,4,1040,8.7
2022,218,Ellikon,,,311.0,StGB,Einschleichdiebstahl,1,0,1,1040,1
2022,218,Ellikon,,,311.0,StGB,Einbrüche insgesamt,10,5,5,1040,9.6
2022,219,Elsau,,,311.0,StGB,Einbruchdiebstahl,17,7,10,3699,4.6
2022,219,Elsau,,,311.0,StGB,Einschleichdiebstahl,2,2,0,3699,0.5
2022,219,Elsau,,,311.0,StGB,Einbrüche insgesamt,19,9,10,3699,5.1
2022,56,Embrach,,,311.0,StGB,Einbruchdiebstahl,26,15,11,9870,2.6
2022,56,Embrach,,,311.0,StGB,Einschleichdiebstahl,11,11,0,9870,1.1
2022,56,Embrach,,,311.0,StGB,Einbrüche insgesamt,37,26,11,9870,3.7
2022,151,Erlenbach,,,311.0,StGB,Einbruchdiebstahl,18,6,12,5625,3.2
2022,151,Erlenbach,,,311.0,StGB,Einschleichdiebstahl,12,11,1,5625,2.1
2022,151,Erlenbach,,,311.0,StGB,Einbrüche insgesamt,30,17,13,5625,5.3
2022,172,Fehraltorf,,,311.0,StGB,Einbruchdiebstahl,12,8,4,6669,1.8
2022,172,Fehraltorf,,,311.0,StGB,Einschleichdiebstahl,7,6,1,6669,1
2022,172,Fehraltorf,,,311.0,StGB,Einbrüche insgesamt,19,14,5,6669,2.8
2022,27,Feuerthalen,,,311.0,StGB,Einbruchdiebstahl,5,2,3,3764,1.3
2022,27,Feuerthalen,,,311.0,StGB,Einschleichdiebstahl,0,0,0,3764,0
2022,27,Feuerthalen,,,311.0,StGB,Einbrüche insgesamt,5,2,3,3764,1.3
2022,114,Fischenthal,,,311.0,StGB,Einbruchdiebstahl,2,0,2,2584,0.8
2022,114,Fischenthal,,,311.0,StGB,Einschleichdiebstahl,0,0,0,2584,0
2022,114,Fischenthal,,,311.0,StGB,Einbrüche insgesamt,2,0,2,2584,0.8
2022,28,Flaach,,,311.0,StGB,Einbruchdiebstahl,4,2,2,1441,2.8
2022,28,Flaach,,,311.0,StGB,Einschleichdiebstahl,0,0,0,1441,0
2022,28,Flaach,,,311.0,StGB,Einbrüche insgesamt,4,2,2,1441,2.8
2022,29,Flurlingen,,,311.0,StGB,Einbruchdiebstahl,7,5,2,1516,4.6
2022,29,Flurlingen,,,311.0,StGB,Einschleichdiebstahl,2,1,1,1516,1.3
2022,29,Flurlingen,,,311.0,StGB,Einbrüche insgesamt,9,6,3,1516,5.9
2022,57,Freienstein-Teufen,,,311.0,StGB,Einbruchdiebstahl,0,0,0,2397,0
2022,57,Freienstein-Teufen,,,311.0,StGB,Einschleichdiebstahl,2,2,0,2397,0.8
2022,57,Freienstein-Teufen,,,311.0,StGB,Einbrüche insgesamt,2,2,0,2397,0.8
2022,193,Fällanden,,,311.0,StGB,Einbruchdiebstahl,20,14,6,9350,2.1
2022,193,Fällanden,,,311.0,StGB,Einschleichdiebstahl,7,6,1,9350,0.7
2022,193,Fällanden,,,311.0,StGB,Einbrüche insgesamt,27,20,7,9350,2.9
2022,244,Geroldswil,,,311.0,StGB,Einbruchdiebstahl,10,7,3,5155,1.9
2022,244,Geroldswil,,,311.0,StGB,Einschleichdiebstahl,2,1,1,5155,0.4
2022,244,Geroldswil,,,311.0,StGB,Einbrüche insgesamt,12,8,4,5155,2.3
2022,58,Glattfelden,,,311.0,StGB,Einbruchdiebstahl,11,10,1,5350,2.1
2022,58,Glattfelden,,,311.0,StGB,Einschleichdiebstahl,2,2,0,5350,0.4
2022,58,Glattfelden,,,311.0,StGB,Einbrüche insgesamt,13,12,1,5350,2.4
2022,115,Gossau,,,311.0,StGB,Einbruchdiebstahl,13,9,4,10248,1.3
2022,115,Gossau,,,311.0,StGB,Einschleichdiebstahl,7,7,0,10248,0.7
2022,115,Gossau,,,311.0,StGB,Einbrüche insgesamt,20,16,4,10248,2
2022,194,Greifensee,,,311.0,StGB,Einbruchdiebstahl,8,5,3,5350,1.5
2022,194,Greifensee,,,311.0,StGB,Einschleichdiebstahl,4,4,0,5350,0.7
2022,194,Greifensee,,,311.0,StGB,Einbrüche insgesamt,12,9,3,5350,2.2
2022,116,Grüningen,,,311.0,StGB,Einbruchdiebstahl,1,1,0,3826,0.3
2022,116,Grüningen,,,311.0,StGB,Einschleichdiebstahl,4,3,1,3826,1
2022,116,Grüningen,,,311.0,StGB,Einbrüche insgesamt,5,4,1,3826,1.3
2022,220,Hagenbuch,,,311.0,StGB,Einbruchdiebstahl,0,0,0,1123,0
2022,220,Hagenbuch,,,311.0,StGB,Einschleichdiebstahl,0,0,0,1123,0
2022,220,Hagenbuch,,,311.0,StGB,Einbrüche insgesamt,0,0,0,1123,0
2022,4,Hausen,,,311.0,StGB,Einbruchdiebstahl,9,5,4,3852,2.3
2022,4,Hausen,,,311.0,StGB,Einschleichdiebstahl,6,5,1,3852,1.6
2022,4,Hausen,,,311.0,StGB,Einbrüche insgesamt,15,10,5,3852,3.9
2022,5,Hedingen,,,311.0,StGB,Einbruchdiebstahl,5,2,3,3780,1.3
2022,5,Hedingen,,,311.0,StGB,Einschleichdiebstahl,3,3,0,3780,0.8
2022,5,Hedingen,,,311.0,StGB,Einbrüche insgesamt,8,5,3,3780,2.1
2022,31,Henggart,,,311.0,StGB,Einbruchdiebstahl,4,3,1,2304,1.7
2022,31,Henggart,,,311.0,StGB,Einschleichdiebstahl,4,3,1,2304,1.7
2022,31,Henggart,,,311.0,StGB,Einbrüche insgesamt,8,6,2,2304,3.5
2022,152,Herrliberg,,,311.0,StGB,Einbruchdiebstahl,24,16,8,6670,3.6
2022,152,Herrliberg,,,311.0,StGB,Einschleichdiebstahl,5,5,0,6670,0.7
2022,152,Herrliberg,,,311.0,StGB,Einbrüche insgesamt,29,21,8,6670,4.3
2022,221,Hettlingen,,,311.0,StGB,Einbruchdiebstahl,13,10,3,3125,4.2
2022,221,Hettlingen,,,311.0,StGB,Einschleichdiebstahl,2,2,0,3125,0.6
2022,221,Hettlingen,,,311.0,StGB,Einbrüche insgesamt,15,12,3,3125,4.8
2022,117,Hinwil,,,311.0,StGB,Einbruchdiebstahl,18,10,8,11624,1.5
2022,117,Hinwil,,,311.0,StGB,Einschleichdiebstahl,12,10,2,11624,1
2022,117,Hinwil,,,311.0,StGB,Einbrüche insgesamt,30,20,10,11624,2.6
2022,173,Hittnau,,,311.0,StGB,Einbruchdiebstahl,3,2,1,3772,0.8
2022,173,Hittnau,,,311.0,StGB,Einschleichdiebstahl,1,1,0,3772,0.3
2022,173,Hittnau,,,311.0,StGB,Einbrüche insgesamt,4,3,1,3772,1.1
2022,59,Hochfelden,,,311.0,StGB,Einbruchdiebstahl,1,1,0,2013,0.5
2022,59,Hochfelden,,,311.0,StGB,Einschleichdiebstahl,1,1,0,2013,0.5
2022,59,Hochfelden,,,311.0,StGB,Einbrüche insgesamt,2,2,0,2013,1
2022,153,Hombrechtikon,,,311.0,StGB,Einbruchdiebstahl,5,3,2,8819,0.6
2022,153,Hombrechtikon,,,311.0,StGB,Einschleichdiebstahl,11,11,0,8819,1.2
2022,153,Hombrechtikon,,,311.0,StGB,Einbrüche insgesamt,16,14,2,8819,1.8
2022,295,Horgen,,,311.0,StGB,Einbruchdiebstahl,47,30,17,23319,2
2022,295,Horgen,,,311.0,StGB,Einschleichdiebstahl,16,14,2,23319,0.7
2022,295,Horgen,,,311.0,StGB,Einbrüche insgesamt,63,44,19,23319,2.7
2022,60,Höri,,,311.0,StGB,Einbruchdiebstahl,3,2,1,3031,1
2022,60,Höri,,,311.0,StGB,Einschleichdiebstahl,4,4,0,3031,1.3
2022,60,Höri,,,311.0,StGB,Einbrüche insgesamt,7,6,1,3031,2.3
2022,61,Hüntwangen,,,311.0,StGB,Einbruchdiebstahl,1,0,1,1081,0.9
2022,61,Hüntwangen,,,311.0,StGB,Einschleichdiebstahl,0,0,0,1081,0
2022,61,Hüntwangen,,,311.0,StGB,Einbrüche insgesamt,1,0,1,1081,0.9
2022,87,Hüttikon,,,311.0,StGB,Einbruchdiebstahl,2,1,1,930,2.2
2022,87,Hüttikon,,,311.0,StGB,Einschleichdiebstahl,0,0,0,930,0
2022,87,Hüttikon,,,311.0,StGB,Einbrüche insgesamt,2,1,1,930,2.2
2022,296,Illnau-Effretikon,,,311.0,StGB,Einbruchdiebstahl,52,29,23,17395,3
2022,296,Illnau-Effretikon,,,311.0,StGB,Einschleichdiebstahl,21,19,2,17395,1.2
2022,296,Illnau-Effretikon,,,311.0,StGB,Einbrüche insgesamt,73,48,25,17395,4.2
2022,6,Kappel,,,311.0,StGB,Einbruchdiebstahl,3,3,0,1290,2.3
2022,6,Kappel,,,311.0,StGB,Einschleichdiebstahl,0,0,0,1290,0
2022,6,Kappel,,,311.0,StGB,Einbrüche insgesamt,3,3,0,1290,2.3
2022,135,Kilchberg,,,311.0,StGB,Einbruchdiebstahl,29,15,14,9302,3.1
2022,135,Kilchberg,,,311.0,StGB,Einschleichdiebstahl,15,12,3,9302,1.6
2022,135,Kilchberg,,,311.0,StGB,Einbrüche insgesamt,44,27,17,9302,4.7
2022,33,Kleinandelfingen,,,311.0,StGB,Einbruchdiebstahl,3,1,2,2133,1.4
2022,33,Kleinandelfingen,,,311.0,StGB,Einschleichdiebstahl,1,1,0,2133,0.5
2022,33,Kleinandelfingen,,,311.0,StGB,Einbrüche insgesamt,4,2,2,2133,1.9
2022,62,Kloten,,,311.0,StGB,Einbruchdiebstahl,83,31,52,20779,4
2022,62,Kloten,,,311.0,StGB,Einschleichdiebstahl,28,27,1,20779,1.3
2022,62,Kloten,,,311.0,StGB,Einbrüche insgesamt,111,58,53,20779,5.3
2022,7,Knonau,,,311.0,StGB,Einbruchdiebstahl,1,0,1,2445,0.4
2022,7,Knonau,,,311.0,StGB,Einschleichdiebstahl,0,0,0,2445,0
2022,7,Knonau,,,311.0,StGB,Einbrüche insgesamt,1,0,1,2445,0.4
2022,154,Küsnacht,,,311.0,StGB,Einbruchdiebstahl,62,29,33,14808,4.2
2022,154,Küsnacht,,,311.0,StGB,Einschleichdiebstahl,23,20,3,14808,1.6
2022,154,Küsnacht,,,311.0,StGB,Einbrüche insgesamt,85,49,36,14808,5.7
2022,136,Langnau,,,311.0,StGB,Einbruchdiebstahl,30,23,7,7992,3.8
2022,136,Langnau,,,311.0,StGB,Einschleichdiebstahl,6,5,1,7992,0.8
2022,136,Langnau,,,311.0,StGB,Einbrüche insgesamt,36,28,8,7992,4.5
2022,34,Laufen-Uhwiesen,,,311.0,StGB,Einbruchdiebstahl,11,5,6,1782,6.2
2022,34,Laufen-Uhwiesen,,,311.0,StGB,Einschleichdiebstahl,1,0,1,1782,0.6
2022,34,Laufen-Uhwiesen,,,311.0,StGB,Einbrüche insgesamt,12,5,7,1782,6.7
2022,176,Lindau,,,311.0,StGB,Einbruchdiebstahl,22,14,8,5610,3.9
2022,176,Lindau,,,311.0,StGB,Einschleichdiebstahl,6,6,0,5610,1.1
2022,176,Lindau,,,311.0,StGB,Einbrüche insgesamt,28,20,8,5610,5
2022,63,Lufingen,,,311.0,StGB,Einbruchdiebstahl,3,1,2,2616,1.1
2022,63,Lufingen,,,311.0,StGB,Einschleichdiebstahl,4,3,1,2616,1.5
2022,63,Lufingen,,,311.0,StGB,Einbrüche insgesamt,7,4,3,2616,2.7
2022,35,Marthalen,,,311.0,StGB,Einbruchdiebstahl,11,5,6,1927,5.7
2022,35,Marthalen,,,311.0,StGB,Einschleichdiebstahl,1,1,0,1927,0.5
2022,35,Marthalen,,,311.0,StGB,Einbrüche insgesamt,12,6,6,1927,6.2
2022,8,Maschwanden,,,311.0,StGB,Einbruchdiebstahl,0,0,0,641,0
2022,8,Maschwanden,,,311.0,StGB,Einschleichdiebstahl,0,0,0,641,0
2022,8,Maschwanden,,,311.0,StGB,Einbrüche insgesamt,0,0,0,641,0
2022,195,Maur,,,311.0,StGB,Einbruchdiebstahl,29,16,13,10820,2.7
2022,195,Maur,,,311.0,StGB,Einschleichdiebstahl,11,8,3,10820,1
2022,195,Maur,,,311.0,StGB,Einbrüche insgesamt,40,24,16,10820,3.7
2022,156,Meilen,,,311.0,StGB,Einbruchdiebstahl,25,12,13,14697,1.7
2022,156,Meilen,,,311.0,StGB,Einschleichdiebstahl,9,9,0,14697,0.6
2022,156,Meilen,,,311.0,StGB,Einbrüche insgesamt,34,21,13,14697,2.3
2022,9,Mettmenstetten,,,311.0,StGB,Einbruchdiebstahl,11,9,2,5570,2
2022,9,Mettmenstetten,,,311.0,StGB,Einschleichdiebstahl,1,1,0,5570,0.2
2022,9,Mettmenstetten,,,311.0,StGB,Einbrüche insgesamt,12,10,2,5570,2.2
2022,155,Männedorf,,,311.0,StGB,Einbruchdiebstahl,14,8,6,11373,1.2
2022,155,Männedorf,,,311.0,StGB,Einschleichdiebstahl,12,9,3,11373,1.1
2022,155,Männedorf,,,311.0,StGB,Einbrüche insgesamt,26,17,9,11373,2.3
2022,196,Mönchaltorf,,,311.0,StGB,Einbruchdiebstahl,4,3,1,4119,1
2022,196,Mönchaltorf,,,311.0,StGB,Einschleichdiebstahl,4,3,1,4119,1
2022,196,Mönchaltorf,,,311.0,StGB,Einbrüche insgesamt,8,6,2,4119,1.9
2022,88,Neerach,,,311.0,StGB,Einbruchdiebstahl,5,1,4,3270,1.5
2022,88,Neerach,,,311.0,StGB,Einschleichdiebstahl,1,0,1,3270,0.3
2022,88,Neerach,,,311.0,StGB,Einbrüche insgesamt,6,1,5,3270,1.8
2022,223,Neftenbach,,,311.0,StGB,Einbruchdiebstahl,9,6,3,5802,1.6
2022,223,Neftenbach,,,311.0,StGB,Einschleichdiebstahl,3,2,1,5802,0.5
2022,223,Neftenbach,,,311.0,StGB,Einbrüche insgesamt,12,8,4,5802,2.1
2022,89,Niederglatt,,,311.0,StGB,Einbruchdiebstahl,4,4,0,4959,0.8
2022,89,Niederglatt,,,311.0,StGB,Einschleichdiebstahl,8,7,1,4959,1.6
2022,89,Niederglatt,,,311.0,StGB,Einbrüche insgesamt,12,11,1,4959,2.4
2022,90,Niederhasli,,,311.0,StGB,Einbruchdiebstahl,24,17,7,9468,2.5
2022,90,Niederhasli,,,311.0,StGB,Einschleichdiebstahl,4,3,1,9468,0.4
2022,90,Niederhasli,,,311.0,StGB,Einbrüche insgesamt,28,20,8,9468,3
2022,91,Niederweningen,,,311.0,StGB,Einbruchdiebstahl,11,6,5,3109,3.5
2022,91,Niederweningen,,,311.0,StGB,Einschleichdiebstahl,2,1,1,3109,0.6
2022,91,Niederweningen,,,311.0,StGB,Einbrüche insgesamt,13,7,6,3109,4.2
2022,64,Nürensdorf,,,311.0,StGB,Einbruchdiebstahl,13,7,6,5719,2.3
2022,64,Nürensdorf,,,311.0,StGB,Einschleichdiebstahl,5,5,0,5719,0.9
2022,64,Nürensdorf,,,311.0,StGB,Einbrüche insgesamt,18,12,6,5719,3.1
2022,65,Oberembrach,,,311.0,StGB,Einbruchdiebstahl,0,0,0,1085,0
2022,65,Oberembrach,,,311.0,StGB,Einschleichdiebstahl,0,0,0,1085,0
2022,65,Oberembrach,,,311.0,StGB,Einbrüche insgesamt,0,0,0,1085,0
2022,245,Oberengstringen,,,311.0,StGB,Einbruchdiebstahl,12,5,7,6783,1.8
2022,245,Oberengstringen,,,311.0,StGB,Einschleichdiebstahl,6,6,0,6783,0.9
2022,245,Oberengstringen,,,311.0,StGB,Einbrüche insgesamt,18,11,7,6783,2.7
2022,92,Oberglatt,,,311.0,StGB,Einbruchdiebstahl,11,7,4,7470,1.5
2022,92,Oberglatt,,,311.0,StGB,Einschleichdiebstahl,8,6,2,7470,1.1
2022,92,Oberglatt,,,311.0,StGB,Einbrüche insgesamt,19,13,6,7470,2.5
2022,137,Oberrieden,,,311.0,StGB,Einbruchdiebstahl,16,12,4,5122,3.1
2022,137,Oberrieden,,,311.0,StGB,Einschleichdiebstahl,3,3,0,5122,0.6
2022,137,Oberrieden,,,311.0,StGB,Einbrüche insgesamt,19,15,4,5122,3.7
2022,93,Oberweningen,,,311.0,StGB,Einbruchdiebstahl,8,4,4,1892,4.2
2022,93,Oberweningen,,,311.0,StGB,Einschleichdiebstahl,0,0,0,1892,0
2022,93,Oberweningen,,,311.0,StGB,Einbrüche insgesamt,8,4,4,1892,4.2
2022,10,Obfelden,,,311.0,StGB,Einbruchdiebstahl,11,6,5,5760,1.9
2022,10,Obfelden,,,311.0,StGB,Einschleichdiebstahl,3,3,0,5760,0.5
2022,10,Obfelden,,,311.0,StGB,Einbrüche insgesamt,14,9,5,5760,2.4
2022,157,Oetwil,,,311.0,StGB,Einbruchdiebstahl,8,7,1,4949,1.6
2022,157,Oetwil,,,311.0,StGB,Einschleichdiebstahl,4,4,0,4949,0.8
2022,157,Oetwil,,,311.0,StGB,Einbrüche insgesamt,12,11,1,4949,2.4
2022,246,Oetwil an der Limmat,,,311.0,StGB,Einbruchdiebstahl,9,4,5,2555,3.5
2022,246,Oetwil an der Limmat,,,311.0,StGB,Einschleichdiebstahl,1,1,0,2555,0.4
2022,246,Oetwil an der Limmat,,,311.0,StGB,Einbrüche insgesamt,10,5,5,2555,3.9
2022,66,Opfikon,,,311.0,StGB,Einbruchdiebstahl,50,30,20,21066,2.4
2022,66,Opfikon,,,311.0,StGB,Einschleichdiebstahl,15,15,0,21066,0.7
2022,66,Opfikon,,,311.0,StGB,Einbrüche insgesamt,65,45,20,21066,3.1
2022,37,Ossingen,,,311.0,StGB,Einbruchdiebstahl,2,1,1,1696,1.2
2022,37,Ossingen,,,311.0,StGB,Einschleichdiebstahl,3,1,2,1696,1.8
2022,37,Ossingen,,,311.0,StGB,Einbrüche insgesamt,5,2,3,1696,2.9
2022,94,Otelfingen,,,311.0,StGB,Einbruchdiebstahl,5,4,1,2933,1.7
2022,94,Otelfingen,,,311.0,StGB,Einschleichdiebstahl,4,3,1,2933,1.4
2022,94,Otelfingen,,,311.0,StGB,Einbrüche insgesamt,9,7,2,2933,3.1
2022,11,Ottenbach,,,311.0,StGB,Einbruchdiebstahl,11,7,4,2745,4
2022,11,Ottenbach,,,311.0,StGB,Einschleichdiebstahl,1,1,0,2745,0.4
2022,11,Ottenbach,,,311.0,StGB,Einbrüche insgesamt,12,8,4,2745,4.4
2022,224,Pfungen,,,311.0,StGB,Einbruchdiebstahl,19,16,3,3989,4.8
2022,224,Pfungen,,,311.0,StGB,Einschleichdiebstahl,13,13,0,3989,3.3
2022,224,Pfungen,,,311.0,StGB,Einbrüche insgesamt,32,29,3,3989,8
2022,177,Pfäffikon,,,311.0,StGB,Einbruchdiebstahl,19,9,10,12334,1.5
2022,177,Pfäffikon,,,311.0,StGB,Einschleichdiebstahl,4,2,2,12334,0.3
2022,177,Pfäffikon,,,311.0,StGB,Einbrüche insgesamt,23,11,12,12334,1.9
2022,67,Rafz,,,311.0,StGB,Einbruchdiebstahl,12,6,6,4676,2.6
2022,67,Rafz,,,311.0,StGB,Einschleichdiebstahl,5,5,0,4676,1.1
2022,67,Rafz,,,311.0,StGB,Einbrüche insgesamt,17,11,6,4676,3.6
2022,95,Regensberg,,,311.0,StGB,Einbruchdiebstahl,1,1,0,458,2.2
2022,95,Regensberg,,,311.0,StGB,Einschleichdiebstahl,0,0,0,458,0
2022,95,Regensberg,,,311.0,StGB,Einbrüche insgesamt,1,1,0,458,2.2
2022,96,Regensdorf,,,311.0,StGB,Einbruchdiebstahl,49,34,15,18543,2.6
2022,96,Regensdorf,,,311.0,StGB,Einschleichdiebstahl,15,14,1,18543,0.8
2022,96,Regensdorf,,,311.0,StGB,Einbrüche insgesamt,64,48,16,18543,3.5
2022,38,Rheinau,,,311.0,StGB,Einbruchdiebstahl,3,1,2,1297,2.3
2022,38,Rheinau,,,311.0,StGB,Einschleichdiebstahl,0,0,0,1297,0
2022,38,Rheinau,,,311.0,StGB,Einbrüche insgesamt,3,1,2,1297,2.3
2022,138,Richterswil,,,311.0,StGB,Einbruchdiebstahl,31,24,7,13819,2.2
2022,138,Richterswil,,,311.0,StGB,Einschleichdiebstahl,6,4,2,13819,0.4
2022,138,Richterswil,,,311.0,StGB,Einbrüche insgesamt,37,28,9,13819,2.7
2022,225,Rickenbach,,,311.0,StGB,Einbruchdiebstahl,9,7,2,2791,3.2
2022,225,Rickenbach,,,311.0,StGB,Einschleichdiebstahl,2,2,0,2791,0.7
2022,225,Rickenbach,,,311.0,StGB,Einbrüche insgesamt,11,9,2,2791,3.9
2022,12,Rifferswil,,,311.0,StGB,Einbruchdiebstahl,1,1,0,1150,0.9
2022,12,Rifferswil,,,311.0,StGB,Einschleichdiebstahl,0,0,0,1150,0
2022,12,Rifferswil,,,311.0,StGB,Einbrüche insgesamt,1,1,0,1150,0.9
2022,68,Rorbas,,,311.0,StGB,Einbruchdiebstahl,0,0,0,2903,0
2022,68,Rorbas,,,311.0,StGB,Einschleichdiebstahl,4,3,1,2903,1.4
2022,68,Rorbas,,,311.0,StGB,Einbrüche insgesamt,4,3,1,2903,1.4
2022,178,Russikon,,,311.0,StGB,Einbruchdiebstahl,4,1,3,4457,0.9
2022,178,Russikon,,,311.0,StGB,Einschleichdiebstahl,6,6,0,4457,1.3
2022,178,Russikon,,,311.0,StGB,Einbrüche insgesamt,10,7,3,4457,2.2
2022,97,Rümlang,,,311.0,StGB,Einbruchdiebstahl,18,7,11,8296,2.2
2022,97,Rümlang,,,311.0,StGB,Einschleichdiebstahl,8,8,0,8296,1
2022,97,Rümlang,,,311.0,StGB,Einbrüche insgesamt,26,15,11,8296,3.1
2022,139,Rüschlikon,,,311.0,StGB,Einbruchdiebstahl,29,19,10,6149,4.7
2022,139,Rüschlikon,,,311.0,StGB,Einschleichdiebstahl,6,5,1,6149,1
2022,139,Rüschlikon,,,311.0,StGB,Einbrüche insgesamt,35,24,11,6149,5.7
2022,118,Rüti,,,311.0,StGB,Einbruchdiebstahl,21,13,8,12641,1.7
2022,118,Rüti,,,311.0,StGB,Einschleichdiebstahl,9,9,0,12641,0.7
2022,118,Rüti,,,311.0,StGB,Einbrüche insgesamt,30,22,8,12641,2.4
2022,226,Schlatt,,,311.0,StGB,Einbruchdiebstahl,0,0,0,768,0
2022,226,Schlatt,,,311.0,StGB,Einschleichdiebstahl,0,0,0,768,0
2022,226,Schlatt,,,311.0,StGB,Einbrüche insgesamt,0,0,0,768,0
2022,98,Schleinikon,,,311.0,StGB,Einbruchdiebstahl,0,0,0,858,0
